record_number,utc_timestamp,datetime_utc,duration_minutes,interval_count,deep_sleep_min,light_sleep_min,awake_min,activity_indices
61,1765878543,2025-12-16 09:49:03,40,8,0,35,5,"[10, 1, 0, 10, 1, 17, 7, 24]"
62,1765888785,2025-12-16 12:39:45,15,3,0,15,0,"[6, 5, 4]"
63,1765893677,2025-12-16 14:01:17,60,12,30,30,0,"[6, 0, 3, 0, 0, 0, 1, 0, 0, 0, 2, 16]"
64,1765897277,2025-12-16 15:01:17,15,3,0,15,0,"[15, 14, 0]"
65,1765901174,2025-12-16 16:06:14,25,5,0,25,0,"[7, 4, 1, 0, 0]"
66,1765908842,2025-12-16 18:14:02,20,4,0,15,5,"[0, 0, 1, 23]"
67,1765911844,2025-12-16 19:04:04,60,12,0,60,0,"[1, 0, 3, 0, 3, 1, 2, 7, 1, 0, 0, 1]"
68,1765915444,2025-12-16 20:04:04,60,12,0,60,0,"[0, 0, 1, 5, 5, 0, 4, 6, 13, 1, 0, 0]"
69,1765919044,2025-12-16 21:04:04,60,12,15,45,0,"[0, 0, 0, 3, 0, 1, 11, 2, 0, 0, 1, 0]"
70,1765922546,2025-12-16 22:02:26,60,12,0,60,0,"[1, 0, 0, 5, 0, 3, 1, 1, 0, 15, 8, 20]"
71,1765922644,2025-12-16 22:04:04,50,10,0,50,0,"[0, 1, 0, 0, 1, 2, 1, 0, 0, 6]"
72,1765926146,2025-12-16 23:02:26,60,12,0,60,0,"[3, 1, 2, 0, 0, 2, 1, 0, 2, 1, 0, 1]"
73,1765929555,2025-12-16 23:59:15,30,6,25,5,0,"[1, 0, 0, 0, 0, 0]"
74,1765929746,2025-12-17 00:02:26,20,4,20,0,0,"[0, 0, 0, 0]"
75,1765931776,2025-12-17 00:36:16,45,9,15,30,0,"[10, 0, 4, 0, 1, 0, 0, 0, 1]"
76,1765934035,2025-12-17 01:13:55,60,12,50,10,0,"[0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0]"
77,1765937635,2025-12-17 02:13:55,60,12,30,30,0,"[0, 0, 0, 1, 0, 0, 0, 2, 0, 5, 0, 3]"
78,1765940005,2025-12-17 02:53:25,60,12,40,20,0,"[11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]"
79,1765941235,2025-12-17 03:13:55,10,2,0,10,0,"[0, 1]"
80,1765943605,2025-12-17 03:53:25,60,12,35,25,0,"[0, 0, 0, 0, 1, 0, 4, 2, 1, 0, 0, 0]"
81,1765947205,2025-12-17 04:53:25,60,12,45,15,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
82,1765950805,2025-12-17 05:53:25,40,8,20,20,0,"[2, 0, 0, 0, 0, 3, 5, 13]"
83,1765962585,2025-12-17 09:09:45,60,12,0,60,0,"[0, 2, 0, 8, 8, 4, 17, 0, 1, 2, 3, 0]"
84,1765983352,2025-12-17 14:55:52,60,12,0,55,5,"[2, 2, 2, 1, 8, 22, 4, 1, 12, 3, 4, 5]"
85,1765986952,2025-12-17 15:55:52,30,6,0,30,0,"[7, 3, 6, 5, 3, 5]"
86,1766004303,2025-12-17 20:45:03,60,12,0,60,0,"[0, 5, 1, 0, 3, 0, 1, 1, 2, 5, 0, 0]"
87,1766007903,2025-12-17 21:45:03,60,12,45,15,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2]"
88,1766009976,2025-12-17 22:19:36,60,12,15,45,0,"[9, 0, 0, 3, 1, 1, 0, 7, 0, 0, 0, 4]"
89,1766013576,2025-12-17 23:19:36,60,12,0,60,0,"[2, 0, 2, 2, 12, 0, 2, 4, 10, 3, 2, 0]"
90,1766017176,2025-12-18 00:19:36,25,5,0,25,0,"[0, 4, 2, 4, 3]"
91,1766018789,2025-12-18 00:46:29,45,9,0,45,0,"[4, 3, 0, 11, 1, 6, 6, 0, 10]"
92,1766021031,2025-12-18 01:23:51,60,12,30,30,0,"[10, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
93,1766024631,2025-12-18 02:23:51,60,12,35,25,0,"[2, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0]"
94,1766028231,2025-12-18 03:23:51,60,12,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95,1766031831,2025-12-18 04:23:51,60,12,40,20,0,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 13, 2]"
96,1766035431,2025-12-18 05:23:51,60,12,50,10,0,"[0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0]"
97,1766039031,2025-12-18 06:23:51,60,12,55,5,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98,1766041040,2025-12-18 06:57:20,25,5,0,25,0,"[4, 0, 0, 3, 0]"
99,1766042631,2025-12-18 07:23:51,60,12,40,20,0,"[0, 3, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
100,1766046231,2025-12-18 08:23:51,20,4,0,20,0,"[0, 1, 0, 8]"
101,1766091044,2025-12-18 20:50:44,60,12,50,10,0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
102,1766094644,2025-12-18 21:50:44,60,12,50,10,0,"[2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
103,1766098244,2025-12-18 22:50:44,60,12,25,35,0,"[6, 0, 0, 2, 0, 0, 0, 0, 0, 7, 0, 0]"
104,1766101844,2025-12-18 23:50:44,60,12,55,5,0,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
105,1766105444,2025-12-19 00:50:44,60,12,50,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
106,1766109044,2025-12-19 01:50:44,60,12,20,40,0,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 6, 0, 1]"
107,1766112644,2025-12-19 02:50:44,60,12,0,60,0,"[0, 8, 0, 0, 1, 6, 0, 12, 1, 7, 1, 0]"
108,1766116244,2025-12-19 03:50:44,60,12,20,40,0,"[0, 3, 0, 0, 0, 0, 5, 12, 0, 0, 1, 0]"
109,1766119844,2025-12-19 04:50:44,60,12,30,30,0,"[0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 3]"
110,1766122255,2025-12-19 05:30:55,60,12,40,20,0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]"
111,1766123444,2025-12-19 05:50:44,60,12,35,25,0,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0]"
112,1766125855,2025-12-19 06:30:55,30,6,15,15,0,"[2, 0, 0, 0, 2, 7]"
113,1766127044,2025-12-19 06:50:44,60,12,40,20,0,"[0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 0, 0]"
114,1766130644,2025-12-19 07:50:44,30,6,0,30,0,"[0, 1, 6, 0, 19, 9]"
115,1766131437,2025-12-19 08:03:57,30,6,0,30,0,"[5, 4, 6, 5, 2, 16]"
116,1766134788,2025-12-19 08:59:48,60,12,0,60,0,"[5, 3, 2, 1, 5, 3, 11, 9, 9, 0, 0, 5]"
117,1766138388,2025-12-19 09:59:48,60,12,0,55,5,"[5, 10, 13, 25, 9, 2, 2, 1, 1, 1, 2, 1]"
118,1766141988,2025-12-19 10:59:48,35,7,0,30,5,"[1, 3, 2, 0, 6, 10, 24]"
119,1766153128,2025-12-19 14:05:28,35,7,0,35,0,"[3, 9, 6, 9, 3, 10, 11]"
120,1766163250,2025-12-19 16:54:10,45,9,0,40,5,"[11, 5, 0, 3, 12, 0, 0, 2, 23]"
121,1766173802,2025-12-19 19:50:02,60,12,0,60,0,"[6, 3, 0, 1, 2, 0, 1, 1, 0, 1, 16, 0]"
122,1766177402,2025-12-19 20:50:02,60,12,15,45,0,"[0, 1, 4, 2, 0, 3, 2, 0, 0, 0, 10, 0]"
123,1766181002,2025-12-19 21:50:02,60,12,0,55,5,"[22, 7, 6, 3, 11, 3, 0, 2, 2, 4, 3, 3]"
124,1766184602,2025-12-19 22:50:02,35,7,0,35,0,"[0, 2, 3, 1, 5, 4, 1]"
125,1766186710,2025-12-19 23:25:10,60,12,0,60,0,"[2, 0, 0, 7, 9, 0, 7, 5, 5, 0, 3, 1]"
126,1766190310,2025-12-20 00:25:10,60,12,35,25,0,"[10, 13, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
127,1766193910,2025-12-20 01:25:10,60,12,50,10,0,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
128,1766197510,2025-12-20 02:25:10,60,12,50,10,0,"[1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0]"
129,1766201110,2025-12-20 03:25:10,60,12,50,10,0,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
130,1766204710,2025-12-20 04:25:10,60,12,55,5,0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
131,1766208310,2025-12-20 05:25:10,60,12,0,60,0,"[14, 11, 14, 0, 0, 5, 1, 0, 0, 13, 1, 0]"
132,1766211910,2025-12-20 06:25:10,60,12,20,40,0,"[0, 6, 0, 7, 0, 0, 0, 0, 16, 9, 10, 0]"
133,1766213861,2025-12-20 06:57:41,20,4,20,0,0,"[0, 0, 0, 0]"
134,1766215510,2025-12-20 07:25:10,60,12,55,5,0,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]"
135,1766219110,2025-12-20 08:25:10,60,12,30,30,0,"[0, 0, 0, 4, 7, 6, 6, 0, 0, 0, 8, 2]"
136,1766262729,2025-12-20 20:32:09,55,11,25,30,0,"[0, 0, 0, 0, 0, 1, 4, 2, 18, 12, 4]"
137,1766266785,2025-12-20 21:39:45,15,3,0,15,0,"[3, 0, 1]"
138,1766269696,2025-12-20 22:28:16,15,3,0,15,0,"[4, 2, 3]"
139,1766270616,2025-12-20 22:43:36,60,12,50,10,0,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
140,1766274216,2025-12-20 23:43:36,60,12,0,60,0,"[0, 0, 2, 1, 0, 0, 6, 0, 0, 1, 5, 0]"
141,1766277816,2025-12-21 00:43:36,50,10,30,15,5,"[0, 0, 0, 0, 0, 0, 3, 21, 0, 8]"
142,1766279125,2025-12-21 01:05:25,25,5,0,25,0,"[1, 0, 0, 14, 0]"
143,1766280530,2025-12-21 01:28:50,60,12,0,60,0,"[7, 0, 10, 0, 0, 9, 0, 1, 0, 19, 0, 0]"
144,1766284130,2025-12-21 02:28:50,60,12,55,5,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
145,1766287730,2025-12-21 03:28:50,60,12,30,30,0,"[0, 0, 1, 0, 0, 0, 1, 0, 6, 0, 0, 0]"
146,1766291330,2025-12-21 04:28:50,60,12,55,5,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
147,1766294930,2025-12-21 05:28:50,60,12,0,60,0,"[0, 2, 0, 0, 3, 3, 0, 2, 3, 1, 1, 0]"
148,1766298382,2025-12-21 06:26:22,30,6,0,30,0,"[6, 6, 2, 7, 2, 1]"
149,1766298530,2025-12-21 06:28:50,20,4,0,15,5,"[0, 0, 13, 21]"
150,1766321557,2025-12-21 12:52:37,60,12,30,30,0,"[9, 3, 5, 4, 8, 0, 0, 0, 3, 0, 0, 0]"
151,1766325157,2025-12-21 13:52:37,50,10,35,15,0,"[0, 0, 0, 0, 0, 0, 0, 5, 2, 0]"
152,1766347335,2025-12-21 20:02:15,25,5,0,25,0,"[8, 2, 2, 1, 16]"
153,1766350681,2025-12-21 20:58:01,60,12,15,45,0,"[5, 0, 0, 1, 1, 0, 11, 12, 1, 0, 0, 0]"
154,1766354281,2025-12-21 21:58:01,60,12,40,20,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0]"
155,1766357881,2025-12-21 22:58:01,25,5,25,0,0,"[0, 0, 0, 0, 0]"
