record_number,utc_timestamp,datetime_utc,duration_minutes,interval_count,deep_sleep_min,light_sleep_min,awake_min,activity_indices
53,1762802344,2025-11-10 19:19:04,25,5,0,25,0,"[1, 0, 0, 6, 9]"
54,1762803942,2025-11-10 19:45:42,60,12,35,25,0,"[8, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2]"
55,1762807364,2025-11-10 20:42:44,60,12,35,25,0,"[10, 0, 0, 0, 0, 1, 0, 9, 3, 0, 0, 0]"
56,1762807542,2025-11-10 20:45:42,5,1,0,5,0,[0]
57,1762810964,2025-11-10 21:42:44,15,3,0,15,0,"[1, 0, 4]"
58,1762811126,2025-11-10 21:45:26,60,12,20,40,0,"[8, 1, 2, 2, 2, 3, 1, 0, 0, 0, 0, 2]"
59,1762814726,2025-11-10 22:45:26,60,12,35,25,0,"[1, 0, 0, 0, 18, 0, 0, 0, 0, 5, 0, 0]"
60,1762818326,2025-11-10 23:45:26,60,12,40,20,0,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
61,1762821926,2025-11-11 00:45:26,60,12,40,20,0,"[0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0]"
62,1762823350,2025-11-11 01:09:10,55,11,45,10,0,"[3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]"
63,1762825526,2025-11-11 01:45:26,15,3,15,0,0,"[0, 0, 0]"
64,1762826450,2025-11-11 02:00:50,60,12,30,30,0,"[2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 9]"
65,1762830050,2025-11-11 03:00:50,60,12,35,25,0,"[0, 18, 3, 0, 0, 0, 0, 0, 0, 0, 9, 0]"
66,1762833650,2025-11-11 04:00:50,60,12,40,20,0,"[0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 0, 0]"
67,1762837250,2025-11-11 05:00:50,60,12,40,20,0,"[19, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
68,1762840850,2025-11-11 06:00:50,60,12,30,30,0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 8, 0, 0]"
69,1762844450,2025-11-11 07:00:50,35,7,0,35,0,"[7, 0, 6, 0, 3, 12, 9]"
70,1762849858,2025-11-11 08:30:58,25,5,0,25,0,"[1, 1, 0, 0, 5]"
71,1762853319,2025-11-11 09:28:39,25,5,0,20,5,"[6, 3, 9, 2, 22]"
72,1762870678,2025-11-11 14:17:58,15,3,0,15,0,"[9, 1, 4]"
73,1762875933,2025-11-11 15:45:33,60,12,0,60,0,"[4, 1, 0, 3, 2, 5, 0, 0, 3, 3, 0, 0]"
74,1762879533,2025-11-11 16:45:33,40,8,30,10,0,"[0, 0, 0, 0, 0, 0, 2, 0]"
75,1762881660,2025-11-11 17:21:00,25,5,15,10,0,"[4, 0, 0, 0, 18]"
76,1762886124,2025-11-11 18:35:24,55,11,0,55,0,"[11, 2, 3, 3, 12, 9, 3, 10, 3, 5, 8]"
77,1762889727,2025-11-11 19:35:27,25,5,0,25,0,"[4, 10, 3, 0, 0]"
78,1762891692,2025-11-11 20:08:12,60,12,15,45,0,"[3, 0, 0, 0, 15, 1, 2, 5, 0, 0, 2, 2]"
79,1762895292,2025-11-11 21:08:12,5,1,0,5,0,[6]
80,1762895503,2025-11-11 21:11:43,60,12,35,25,0,"[1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0]"
81,1762899103,2025-11-11 22:11:43,60,12,0,60,0,"[2, 0, 0, 15, 0, 0, 3, 0, 2, 5, 0, 0]"
82,1762902703,2025-11-11 23:11:43,60,12,55,5,0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
83,1762906303,2025-11-12 00:11:43,60,12,50,10,0,"[0, 0, 0, 0, 0, 0, 1, 17, 0, 0, 0, 0]"
84,1762909903,2025-11-12 01:11:43,60,12,50,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
85,1762913503,2025-11-12 02:11:43,60,12,15,45,0,"[0, 0, 2, 5, 1, 0, 0, 0, 1, 2, 0, 0]"
86,1762917103,2025-11-12 03:11:43,60,12,50,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
87,1762920703,2025-11-12 04:11:43,60,12,40,20,0,"[2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
88,1762921302,2025-11-12 04:21:42,20,4,0,20,0,"[5, 0, 0, 1]"
89,1762924303,2025-11-12 05:11:43,60,12,50,10,0,"[1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
90,1762927903,2025-11-12 06:11:43,10,2,0,10,0,"[0, 0]"
91,1762942929,2025-11-12 10:22:09,20,4,0,20,0,"[1, 4, 1, 9]"
92,1762949464,2025-11-12 12:11:04,60,12,0,60,0,"[2, 3, 0, 2, 1, 2, 3, 5, 4, 5, 0, 1]"
93,1762953064,2025-11-12 13:11:04,60,12,0,60,0,"[0, 18, 7, 9, 3, 11, 6, 6, 6, 2, 6, 5]"
94,1762956664,2025-11-12 14:11:04,15,3,0,15,0,"[3, 0, 7]"
95,1762956783,2025-11-12 14:13:03,60,12,0,60,0,"[3, 2, 4, 9, 4, 4, 1, 5, 1, 5, 1, 1]"
96,1762960383,2025-11-12 15:13:03,25,5,0,20,5,"[3, 1, 4, 3, 21]"
97,1762961864,2025-11-12 15:37:44,60,12,0,60,0,"[0, 1, 0, 1, 1, 2, 1, 0, 1, 0, 1, 0]"
98,1762965464,2025-11-12 16:37:44,10,2,0,10,0,"[1, 0]"
99,1762973732,2025-11-12 18:55:32,60,12,20,40,0,"[4, 4, 0, 11, 0, 0, 0, 0, 5, 9, 0, 0]"
100,1762977332,2025-11-12 19:55:32,25,5,15,10,0,"[0, 0, 0, 1, 6]"
101,1762977793,2025-11-12 20:03:13,60,12,35,25,0,"[7, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
102,1762981271,2025-11-12 21:01:11,60,12,25,35,0,"[6, 3, 0, 8, 0, 0, 1, 0, 0, 0, 0, 0]"
103,1762981393,2025-11-12 21:03:13,10,2,0,10,0,"[5, 20]"
104,1762984871,2025-11-12 22:01:11,55,11,20,35,0,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
105,1762986597,2025-11-12 22:29:57,60,12,50,10,0,"[9, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0]"
106,1762990197,2025-11-12 23:29:57,60,12,0,60,0,"[0, 0, 1, 0, 1, 0, 0, 2, 1, 0, 0, 4]"
107,1762993797,2025-11-13 00:29:57,60,12,55,5,0,"[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0]"
108,1762997397,2025-11-13 01:29:57,60,12,50,10,0,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
109,1762998332,2025-11-13 01:45:32,60,12,35,25,0,"[4, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0]"
110,1763000997,2025-11-13 02:29:57,10,2,0,10,0,"[1, 3]"
111,1763001932,2025-11-13 02:45:32,60,12,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
112,1763004319,2025-11-13 03:25:19,60,12,35,25,0,"[4, 0, 7, 2, 9, 0, 0, 0, 0, 0, 0, 0]"
113,1763005532,2025-11-13 03:45:32,10,2,0,10,0,"[4, 0]"
114,1763007457,2025-11-13 04:17:37,25,5,0,20,5,"[11, 1, 0, 12, 21]"
115,1763014037,2025-11-13 06:07:17,30,6,0,30,0,"[7, 1, 6, 3, 5, 9]"
116,1763125171,2025-11-14 12:59:31,40,8,0,40,0,"[5, 0, 1, 2, 2, 1, 5, 13]"
117,1763365965,2025-11-17 07:52:45,40,8,0,40,0,"[7, 0, 1, 0, 9, 4, 19, 12]"
118,1763374430,2025-11-17 10:13:50,60,12,0,60,0,"[6, 4, 4, 3, 5, 19, 2, 0, 6, 11, 11, 14]"
119,1763378030,2025-11-17 11:13:50,20,4,0,20,0,"[9, 10, 2, 4]"
120,1763380586,2025-11-17 11:56:26,60,12,15,45,0,"[5, 7, 6, 11, 0, 0, 0, 3, 2, 0, 0, 1]"
121,1763384186,2025-11-17 12:56:26,50,10,20,30,0,"[2, 0, 0, 0, 0, 1, 0, 1, 14, 6]"
122,1764581103,2025-12-01 09:25:03,50,10,0,50,0,"[7, 2, 2, 1, 2, 9, 2, 3, 1, 4]"
123,1764585019,2025-12-01 10:30:19,60,12,0,50,10,"[2, 1, 1, 8, 10, 1, 10, 3, 8, 22, 22, 9]"
124,1764588619,2025-12-01 11:30:19,40,8,0,40,0,"[0, 0, 6, 5, 9, 8, 1, 5]"
